2025-06-16 16:10:47,4247884330,Freelance AI Agent Assistant,Mindrift,True,False
2025-06-16 16:11:10,4161539373,Data Collectors - iPhone Users,Datavio.ai,True,True
2025-06-16 16:11:28,4251621060,Data Analyst Internship,Uptrail,True,True
2025-06-16 16:12:03,4247879743,Freelance AI Agent Assistant,Mindrift,True,True
2025-06-16 16:12:26,4243286848,Data Annotator,Thoth AI,True,True
2025-06-16 16:12:49,4247879743,Freelance AI Agent Assistant,Mindrift,False,False
2025-06-16 16:12:58,4251621060,Data Analyst Internship,Uptrail,False,False
2025-06-16 16:13:06,4243286848,Data Annotator,Thoth AI,False,False
2025-06-16 16:13:14,4161539373,Data Collectors - iPhone Users,Datavio.ai,False,False
2025-06-16 16:13:43,4247884330,Freelance AI Agent Assistant,Mindrift,True,True
2025-06-16 16:14:06,4247879743,Freelance AI Agent Assistant,Mindrift,False,False
2025-06-16 16:14:14,4247884330,Freelance AI Agent Assistant,Mindrift,False,False
2025-06-16 16:14:22,4243286848,Data Annotator,Thoth AI,False,False
2025-06-16 16:14:45,4247884330,Freelance AI Agent Assistant,Mindrift,False,False
2025-06-16 16:14:53,4247879743,Freelance AI Agent Assistant,Mindrift,False,False
2025-06-16 16:15:16,4247879743,Freelance AI Agent Assistant,Mindrift,False,False
2025-06-16 16:15:25,4247884330,Freelance AI Agent Assistant,Mindrift,False,False
2025-06-16 16:15:48,4247879743,Freelance AI Agent Assistant,Mindrift,False,False
2025-06-16 18:18:14,4251643181,Engineering Intern,RIFT-AR Technologies Inc.,True,True
2025-06-16 18:18:40,4251643181,Engineering Intern,RIFT-AR Technologies Inc.,False,False
2025-06-16 19:10:03,4234415740,Kubernetes Specialist,Realtime Recruitment,True,True
2025-06-16 19:10:25,4232760446,Developer – Cloud & Infrastructure,European Tech Recruit,True,True
2025-06-16 19:10:47,4249233333,Data Analyst - Energy Sector,Lex Consultancy Recruitment,True,True
2025-06-16 19:11:13,4232766205,Developer,eTeam,True,True
2025-06-16 19:11:21,4217287158,Work from Home in Ireland,TELUS Digital,False,False
2025-06-16 19:11:48,4148654230,Fullstack Python Developer (Financial Technology),IT Search,True,True
2025-06-16 19:11:56,4250258115,Data Scientist,"LSC, Life Science Consultants",False,False
2025-06-16 19:12:42,4240157981,Database Developer,Thomson Keene,True,True
2025-06-16 19:13:06,4234096093,Cloud Data Store Engineer,Realtime Recruitment,True,True
2025-06-16 19:13:31,4248782384,Full-Stack Developer (Data Integration),Fruition Group Ireland,True,True
2025-06-16 19:13:39,4250258115,Data Scientist,"LSC, Life Science Consultants",False,False
2025-06-16 19:13:46,4217287158,Work from Home in Ireland,TELUS Digital,False,False
2025-06-16 19:14:05,4246343399,Senior Python Developer - Contract Positions,Stelfox Tech Recruitment,True,True
2025-06-16 19:14:36,4247783512,Data Engineer,Morgan McKinley,True,True
2025-06-16 19:15:44,4244490311,Data Warehouse Engineer,Realtime Recruitment,True,True
2025-06-16 19:16:01,4237599165,Senior SQL/BI Developer - Informatica Cloud,Stelfox Tech Recruitment,True,True
2025-06-16 19:17:33,4174819004,Data Operations Engineer,Valsoft Corporation,True,True
2025-06-16 19:18:18,4238227972,Data Engineer,Vallum Associates,True,True
2025-06-16 19:18:35,4244807232,Senior Oracle Developer,Sigmar Recruitment,True,True
2025-06-16 20:53:04,4232770229,Senior Oracle Developer – Daily Rate Contract,Stelfox Tech Recruitment,True,True
2025-06-16 20:55:30,4247486184,Senior Data Engineer - (Daily Rate Contract €500-€550),Solas IT Recruitment,True,True
2025-06-16 20:55:38,4231978383,Sr Machine Learning Engineer - Fintech Foundation (100% Remote - Ireland),Hopper,False,False
